event_id,timestamp,email_id,subject,body,sender,original_label,classification,confidence,mitre_tactic,mitre_technique_id,mitre_technique_name,severity,has_suspicious_link,has_urgency,has_credential_request,classified_at
c5c53b25-dc24-42d1-b006-4bfa2fca5174,2026-02-11T16:25:01.711681,74,New comment on your post,Sarah commented on your photo: 'Great shot!',notifications@instagram.com,legitimate,legitimate,0.7419236002610352,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.008338
49783575-de64-4484-96bc-c64adcec058d,2026-02-11T16:25:01.916525,78,Immediate action required - IRS,"You owe $8,423 in back taxes. Pay immediately or face arrest: http://irs-payment-portal.com",collection@irs-tax-dept.xyz,phishing,phishing,0.7014365359136872,Initial Access,T1566,Phishing,medium,False,True,False,2026-02-11T16:35:00.009003
acfd13bb-6972-4805-afff-57c0c3582e28,2026-02-11T16:25:01.967169,79,Movie night?,Want to catch a movie this weekend? The new Marvel film looks good.,friend@gmail.com,legitimate,legitimate,0.7403659312627097,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.009647
daece494-f1fe-4da0-96fb-5523faa6bae5,2026-02-11T16:25:02.171281,83,Your electricity bill,Your bill of $142.50 is due March 15. Pay online at utility.com,billing@utility.com,legitimate,legitimate,0.592940472148006,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.010348
f6d9b29e-63e0-43ca-9308-80824d4dfa7d,2026-02-11T16:25:02.221931,84,Re: vacation photos,Great photos from your trip! The beach looks amazing.,friend@gmail.com,legitimate,legitimate,0.640039419524036,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.010978
8060fd34-e28e-469f-939b-c7fb6bfaa30b,2026-02-11T16:25:02.323373,86,URGENT: Verify PayPal account,Unusual activity detected. Verify or lose account access: http://paypal-verify-now.tk,service@paypal-security-team.tk,phishing,phishing,0.7784345880873232,Credential Access,T1598.003,Phishing for Information: Spearphishing Link,critical,True,True,True,2026-02-11T16:35:00.011615
53a22e4e-d146-4c6d-b007-8ff33ed28106,2026-02-11T16:25:02.582007,91,Your Spotify Wrapped,Your 2024 music year in review is ready! See your top artists.,noreply@spotify.com,legitimate,legitimate,0.7306907485028818,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.012261
ff735fb1-dd93-40e8-80a1-806a7492963f,2026-02-11T16:25:02.837139,96,Soccer practice moved,Practice moved to Field B this week due to maintenance.,coach@soccerclub.com,legitimate,legitimate,0.688870787333018,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.012975
4b69c8cd-d244-4cb1-809c-87c6fea3334d,2026-02-11T16:25:02.887907,97,New device signed in,A new iPhone signed into your Google account from San Francisco.,no-reply@accounts.google.com,legitimate,legitimate,0.6077102812241991,,,Legitimate Email,none,False,False,True,2026-02-11T16:35:00.013725
aaaeea21-d870-4cd4-8e0b-0c940bdf1b54,2026-02-11T16:25:02.989760,99,Status update on your ticket,Your IT support ticket #4521 has been resolved. Please confirm.,support@company.com,legitimate,legitimate,0.6082019856461687,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.015510
1fe90acd-5deb-4917-99b7-a88fe2e5747b,2026-02-11T16:24:57.777497,1,Urgent: Your account has been compromised,"Dear Customer, We detected suspicious activity on your account. Click here immediately to verify your identity: http://secure-bank-login.tk/verify. Failure to act within 24 hours will result in account suspension.",security@bankofamerica-secure.tk,phishing,phishing,0.810574673640825,Credential Access,T1598.003,Phishing for Information: Spearphishing Link,critical,True,True,True,2026-02-11T16:35:00.016440
a70e4cf9-ff57-40d5-969e-44ddac92375d,2026-02-11T16:24:58.637152,14,Happy Birthday!,Happy birthday! Hope you have a great day! See you at the party tonight.,friend@gmail.com,legitimate,legitimate,0.640039419524036,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.017210
c4bf19ff-c7b9-4823-9ec3-86555534b324,2026-02-11T16:24:58.688045,15,IRS Tax Refund Notification,"You are eligible for tax refund of $4,521.00. Submit your details here to claim: http://irs-refund-claim.com/submit",refund@irs-gov-refund.com,phishing,phishing,0.7392827354961953,Initial Access,T1566,Phishing,medium,False,False,False,2026-02-11T16:35:00.017942
e8118f74-aed8-47ed-9297-467b1346b9c8,2026-02-11T16:24:58.739393,16,Conference registration confirmed,Thank you for registering for TechCon 2024. Your confirmation number is TC2024-1234.,registration@techcon.com,legitimate,legitimate,0.7181265352902351,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.018651
4a4b1bae-899d-4440-8590-e7a9fad7808e,2026-02-11T16:24:58.789894,17,Verify your Apple ID,"Your Apple ID was used to sign in to iCloud. If you did not do this, verify immediately: http://appleid-verify.net",noreply@app1e-secure.net,phishing,phishing,0.7309469818861748,Credential Access,T1598.003,Phishing for Information: Spearphishing Link,critical,False,True,True,2026-02-11T16:35:00.019339
f1caf8c0-8d6d-4481-b615-d26012526b42,2026-02-11T16:24:58.993494,21,Congratulations on your inheritance!,A deceased relative left you $5.7 million. Contact our law firm immediately with your personal details.,lawyer@inheritance-claims.ng,phishing,phishing,0.659496999516289,Initial Access,T1566,Phishing,medium,False,True,False,2026-02-11T16:35:00.020031
98b5817e-0365-498a-900b-2ecc0f431680,2026-02-11T16:24:59.251237,26,Book club meeting,Don't forget - book club meets this Saturday at 4pm. We're discussing 'The Great Gatsby'.,bookclub@library.org,legitimate,legitimate,0.7101199692873001,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.020757
d7354015-4901-42d9-8d5f-64c1eecd5883,2026-02-11T16:24:59.304831,27,FINAL WARNING: Account suspension,This is your FINAL WARNING. Your bank account will be closed. Verify identity NOW: http://bank-verify-urgent.com,urgent@bank-security-alert.xyz,phishing,phishing,0.7362860842458129,Credential Access,T1598.003,Phishing for Information: Spearphishing Link,critical,False,True,True,2026-02-11T16:35:00.021453
d7eeeb04-2243-4993-b041-ec2d850a0307,2026-02-11T16:24:59.613587,33,Recipe: Grandma's cookies,Here's that cookie recipe you asked for! Let me know how they turn out.,mom@family.com,legitimate,legitimate,0.6994663393723699,,,Legitimate Email,none,False,True,False,2026-02-11T16:35:00.022151
75c5765a-f21d-4536-9c52-00a2622441dd,2026-02-11T16:24:59.665409,34,Your computer is infected!,WARNING: 47 viruses detected! Download our antivirus immediately: http://virus-cleaner-pro.com/download,alert@antivirus-warning.net,phishing,phishing,0.6810975148120723,Initial Access,T1566,Phishing,medium,False,True,False,2026-02-11T16:35:00.022856
a1f5cdcb-f2f1-4685-84d4-9f3aa42e731c,2026-02-11T16:24:59.716500,35,Sprint review meeting notes,Attached are the notes from today's sprint review. Action items highlighted in yellow.,scrum@company.com,legitimate,legitimate,0.7172547987814135,,,Legitimate Email,none,False,True,False,2026-02-11T16:35:00.023589
cc716ac2-835e-4bae-a12c-806593a66828,2026-02-11T16:24:59.972132,40,WINNER NOTIFICATION,"You have won 500,000 EUROS in the European Lottery! Send passport copy to claim.",claims@euro-lottery-winner.eu,phishing,phishing,0.697991309855997,Initial Access,T1566,Phishing,medium,False,False,False,2026-02-11T16:35:00.024313
fdd78c2e-369c-4aee-a5f2-d22c20117ea3,2026-02-11T16:25:00.125706,43,Reset your Facebook password,"We received a request to reset your Facebook password. If you didn't request this, ignore this email.",security@facebookmail.com,legitimate,legitimate,0.5750727852598447,,,Legitimate Email,none,False,False,True,2026-02-11T16:35:00.024993
d9b224b8-bfa1-4c52-8088-78ec47bd5898,2026-02-11T16:25:00.176761,44,Pharmacy prescription ready,Your prescription is ready for pickup at CVS Pharmacy.,pharmacy@cvs.com,legitimate,legitimate,0.7196712170608301,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.025659
ba22ac91-3b46-4cc6-b27c-09961ee020a1,2026-02-11T16:25:00.228061,45,Help me transfer funds,I am Prince of Nigeria seeking help to transfer $10 million. You will receive 30% commission.,prince@nigeria-royal.com,phishing,phishing,0.60670702349452,Initial Access,T1566,Phishing,medium,False,False,False,2026-02-11T16:35:00.026351
ae4296c4-882d-43bf-b223-f79c1df4ca19,2026-02-11T16:25:00.279500,46,School newsletter,"This month: parent-teacher conferences, science fair, and holiday concert schedule.",principal@school.edu,legitimate,legitimate,0.7167568444583603,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.027031
d5829562-795f-4eb3-8ede-145ae2a808f3,2026-02-11T16:25:00.481323,50,Claim your reward points!,"You have 50,000 unclaimed points expiring soon! Redeem for cash: http://rewards-claim-now.biz",rewards@points-center.biz,phishing,phishing,0.6779333787759638,Initial Access,T1566.002,Phishing: Spearphishing Link,high,True,True,False,2026-02-11T16:35:00.027687
1d607930-57b8-4069-aea7-4b132917a300,2026-02-11T16:25:00.583287,52,Your order is ready for pickup,Your Starbucks mobile order (Grande Latte) is ready at Main St location.,orders@starbucks.com,legitimate,legitimate,0.7348556332674098,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.028383
07ad2159-faed-4be8-82fb-6143181fbc0c,2026-02-11T16:25:00.634198,53,Verify your identity to avoid account closure,Your Chase account requires immediate verification. Click: http://chase-secure-verify.tk,security@chase-bank-alert.tk,phishing,phishing,0.7640172940454373,Credential Access,T1598.003,Phishing for Information: Spearphishing Link,critical,True,True,True,2026-02-11T16:35:00.029084
b6b42ce4-a57b-46a9-86c7-4e44d7424878,2026-02-11T16:25:00.685310,54,Happy anniversary!,Congratulations on your 5th work anniversary! Thank you for your dedication.,hr@company.com,legitimate,legitimate,0.6390533153815203,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.029784
59f06055-7f3a-4531-a955-c4fcdb000a31,2026-02-11T16:25:00.787974,56,Your package could not be delivered,Package undeliverable. Confirm address and pay $1.99 fee: http://usps-redelivery.xyz,delivery@usps-tracking.xyz,phishing,phishing,0.6493320369244094,Initial Access,T1566.002,Phishing: Spearphishing Link,high,True,False,False,2026-02-11T16:35:00.030567
d2ba5a2f-6c8e-4f10-806e-bb8d95c1086a,2026-02-11T16:25:01.247469,65,Dinner reservation confirmed,"Your reservation at The Italian Place for 7 PM, party of 4, is confirmed.",reservations@restaurant.com,legitimate,legitimate,0.6713661378247415,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.031189
c023c96a-f8b6-47d0-8a94-4eebf3f04afe,2026-02-11T16:25:01.352150,67,Your account will be terminated,"Due to inactivity, your account will be terminated in 24 hours. Verify: http://account-save.xyz",admin@service-termination.com,phishing,phishing,0.7824447969593485,Credential Access,T1598.003,Phishing for Information: Spearphishing Link,critical,True,True,True,2026-02-11T16:35:00.031909
285d3e30-0f82-4ed5-9a75-c23eb7a282fc,2026-02-11T16:25:01.660868,73,Library book due,Reminder: 'Python Programming' is due back in 3 days.,library@publiclibrary.org,legitimate,legitimate,0.7529269375349341,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.032600
9e4777d5-59d9-4d84-8d73-b9e9aa02694a,2026-02-11T16:25:01.762423,75,Western Union: Claim your money,"You have $3,500 waiting. Bring ID and this code: WU7834921 to claim.",claims@western-union-transfer.tk,phishing,phishing,0.6165559598078926,Initial Access,T1566,Phishing,medium,False,False,False,2026-02-11T16:35:00.033324
e1a1f8a4-6670-4a7a-afc1-43e023ea01bd,2026-02-11T16:25:02.017978,80,Your domain is expiring,Your domain company.com expires in 30 days. Renew at your registrar.,billing@godaddy.com,legitimate,legitimate,0.6585982331132747,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.034014
2a1743bd-b6f8-4731-b21b-8554111874f9,2026-02-11T16:25:02.272907,85,Your Social Security benefits,Review your Social Security statement. Log in at ssa.gov,statements@ssa.gov,legitimate,legitimate,0.6039582573145093,,,Legitimate Email,none,False,False,True,2026-02-11T16:35:00.034702
a16fc7ee-547e-46ad-8001-7fd1a114b302,2026-02-11T16:25:02.476564,89,You've inherited millions!,A distant relative in UK left you £2.3 million. Contact our attorney with your bank details.,solicitor@uk-inheritance.com,phishing,phishing,0.6755413129198526,Credential Access,T1598.003,Phishing for Information: Spearphishing Link,critical,False,False,True,2026-02-11T16:35:00.035423
1138c7f3-b950-4bab-b641-c35670789464,2026-02-11T16:25:02.528625,90,Plant watering reminder,Time to water your plants! Next watering in 3 days.,app@plantcare.com,legitimate,legitimate,0.7404440665141047,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.036139
d7f5b3cd-9775-4ec7-945c-fb61705512d3,2026-02-11T16:25:02.734700,94,Meditation reminder,Time for your daily meditation. Open the app to begin.,reminders@calmapp.com,legitimate,legitimate,0.7178329516643935,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.036822
8cc6506f-be89-402a-b7ef-60a2b1305820,2026-02-11T16:25:03.041474,100,Charity donation receipt,Thank you for your $50 donation to Red Cross. Tax receipt attached.,donations@redcross.org,legitimate,legitimate,0.7050673041332274,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.037520
46eaa4ca-961b-40f7-b470-5b9a6933beb2,2026-02-11T16:24:58.022752,2,Meeting tomorrow at 3pm,"Hi team, Just a reminder about our project meeting tomorrow at 3pm in conference room B. Please bring your progress reports.",john.smith@company.com,legitimate,legitimate,0.7293481267396531,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.038215
942feebc-5cb5-4605-8205-1150c878c86b,2026-02-11T16:24:58.073793,3,"You've won $1,000,000!","Congratulations! You have been selected as our lucky winner. To claim your prize, send us your bank details and social security number immediately.",lottery@winner-claims.ru,phishing,phishing,0.7310443559734714,Credential Access,T1598.003,Phishing for Information: Spearphishing Link,critical,False,True,True,2026-02-11T16:35:00.041625
7b620a57-173c-4dc5-9d16-434e872214f2,2026-02-11T16:24:58.124654,4,Q3 Report attached,Please find attached the Q3 financial report. Let me know if you have any questions.,finance@company.com,legitimate,legitimate,0.7174800941914126,,,Legitimate Email,none,False,True,False,2026-02-11T16:35:00.042319
a5ba193a-64b5-43db-90fb-b5176deae635,2026-02-11T16:24:58.277853,7,Invoice #INV-29481 attached,"Dear Sir, Please find attached invoice for services rendered. Payment due within 30 days.",billing@supplier.com,legitimate,legitimate,0.6800895776489049,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.042988
c0de7de7-5a94-4f95-bee8-93ffa1c4acf7,2026-02-11T16:24:58.328691,8,Your PayPal account is limited,We've noticed unusual activity. Your account access is limited. Verify now: http://paypa1-secure.com/verify,service@paypa1-secure.com,phishing,phishing,0.8013905537405117,Credential Access,T1598.003,Phishing for Information: Spearphishing Link,critical,False,True,True,2026-02-11T16:35:00.043652
f1058f6c-bcc4-44fb-b688-80117185cf71,2026-02-11T16:24:58.535046,12,Your Amazon order #123-456,Your order has shipped! Track your package here: www.amazon.com/track/123456,ship-confirm@amazon.com,legitimate,legitimate,0.640485213867467,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.044392
a44099b4-adaa-4575-85c7-d0d6e2b1e67a,2026-02-11T16:24:58.840688,18,Job application received,Thank you for applying to the Software Engineer position. We will review your application and contact you soon.,hr@bigtech.com,legitimate,legitimate,0.6745556853725543,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.045070
21de462d-e05e-4a85-8ec0-421a4061cf94,2026-02-11T16:24:58.891347,19,Your Netflix account is on hold,Payment failed. Update your payment info now to continue watching: http://netf1ix-billing.com/update,billing@netf1ix-account.com,phishing,phishing,0.6136353516729014,Credential Access,T1598.003,Phishing for Information: Spearphishing Link,critical,False,True,True,2026-02-11T16:35:00.045731
70fcd82e-ab80-4404-afad-a6fe4ece918a,2026-02-11T16:24:58.941939,20,Team building event next month,"Hi everyone, we're planning a team building event for next month. Please fill out the survey to vote on activities.",events@company.com,legitimate,legitimate,0.6784680896005624,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.046385
9fa65f9c-565b-4d14-bde2-122fd7be1a9e,2026-02-11T16:24:59.147771,24,Dentist appointment reminder,This is a reminder of your dental appointment on Thursday at 2:00 PM.,appointments@dentalclinic.com,legitimate,legitimate,0.7299835496188612,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.047071
5561bee0-53b9-4f6e-8a89-f4ad9c732254,2026-02-11T16:24:59.199014,25,Your DHL package is waiting,Unable to deliver package. Pay $2.99 customs fee here: http://dhl-delivery-fee.com/pay,tracking@dhl-express-delivery.tk,phishing,phishing,0.663100445663265,Initial Access,T1566,Phishing,medium,False,False,False,2026-02-11T16:35:00.048428
aae067dc-f11a-4d3f-bea4-72565e3817c2,2026-02-11T16:24:59.407405,29,Exclusive offer just for you,"Dear Valued Customer, as a loyal member, you've been selected for an exclusive credit card offer with 0% APR.",offers@creditcard-exclusive.biz,phishing,phishing,0.5440744529787722,Initial Access,T1566,Phishing,medium,False,False,False,2026-02-11T16:35:00.049118
6d14bdf8-38fb-4103-90f2-c63aaa2002c1,2026-02-11T16:24:59.458875,30,Gym membership renewal,Your annual gym membership expires next month. Renew online or at the front desk.,membership@fitnesscenter.com,legitimate,legitimate,0.7209767983840534,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.049793
2b256054-1c96-4713-809f-af446464f943,2026-02-11T16:24:59.561663,32,Urgent wire transfer needed,"I need you to process a wire transfer immediately. I'm in a meeting. Send $50,000 to this account.",ceo@company-secure.com,phishing,phishing,0.7174165022030362,Credential Access,T1598.003,Phishing for Information: Spearphishing Link,critical,False,True,True,2026-02-11T16:35:00.050458
5a715ee7-5dbe-48c8-b030-dee8cd7bfa18,2026-02-11T16:24:59.767530,36,WhatsApp: Verify your number,Your WhatsApp code is 482-931. Never share this code.,whatsapp@whatsapp.com,legitimate,legitimate,0.6144051490154768,,,Legitimate Email,none,False,False,True,2026-02-11T16:35:00.051129
f9767d44-fb1b-4fc1-93f6-5d825ccac666,2026-02-11T16:24:59.818721,37,You have a secret admirer!,Someone likes you! Click here to find out who: http://secret-admirer-reveal.com,love@dating-secret.com,phishing,phishing,0.6580320954630255,Initial Access,T1566,Phishing,medium,False,False,False,2026-02-11T16:35:00.051807
b04e2fae-903b-4600-a040-b99e9d7d470c,2026-02-11T16:24:59.869668,38,Flight itinerary,"Your flight confirmation for NYC trip: UA 1234, departing 8:00 AM.",reservations@united.com,legitimate,legitimate,0.5582201875697257,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.052701
24936d3d-7703-4a0e-adf3-97a0d7ce2869,2026-02-11T16:24:59.921202,39,LinkedIn: New connection request,John Doe wants to connect with you on LinkedIn.,notifications@linkedin.com,legitimate,legitimate,0.7792017332251457,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.053378
2da3f992-984b-45c3-9233-4a617cc2dcaa,2026-02-11T16:25:00.327803,47,Your Uber receipt,Thanks for riding with Uber. Trip total: $23.50,receipts@uber.com,legitimate,legitimate,0.6466839992684081,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.054063
10883c12-f276-4c1f-b2dd-934b6471df98,2026-02-11T16:25:00.378626,48,Suspicious login attempt blocked,"We blocked a sign-in attempt from China. If this was you, verify here: http://account-verify-secure.xyz",security@amazon-protect.xyz,phishing,phishing,0.7463287313342999,Credential Access,T1598.003,Phishing for Information: Spearphishing Link,critical,True,False,True,2026-02-11T16:35:00.054781
e8f10bd9-cb07-4310-80a7-46301742cc66,2026-02-11T16:25:00.532126,51,Team standup notes,Today's blockers: API timeout issues. Sarah will investigate.,standup@company.com,legitimate,legitimate,0.6576323531875912,,,Legitimate Email,none,False,True,False,2026-02-11T16:35:00.055523
ec3c247f-b323-4379-ab91-c8be1a6d345b,2026-02-11T16:25:00.736820,55,Car insurance quote,"Based on your request, here's your free car insurance quote.",quotes@insurance.com,legitimate,legitimate,0.6606380486577816,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.056376
cb4f5221-5a8b-421a-88bc-a048a776fcd7,2026-02-11T16:25:00.889958,58,Training session tomorrow,Reminder: mandatory security awareness training tomorrow at 10 AM.,training@company.com,legitimate,legitimate,0.6730658115490313,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.057135
3b1c4643-1aae-44a0-b510-816c6cb19ae1,2026-02-11T16:25:00.992381,60,Parking permit renewal,Your parking permit expires next month. Renew online at parking.company.com,parking@company.com,legitimate,legitimate,0.6970810708665398,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.057853
805239ea-3392-44bd-a0a1-c54ccd70cd53,2026-02-11T16:25:01.043684,61,Credit score alert,Good news! Your credit score increased by 15 points this month.,alerts@creditkarma.com,legitimate,legitimate,0.64403113936342,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.058580
3adc34b9-5b23-4bfe-8705-ca08479ba040,2026-02-11T16:25:01.196113,64,Your Google account: Security alert,Someone has your password. Change it now: http://google-password-reset.tk,security@google-account-alert.tk,phishing,phishing,0.6440711720145216,Credential Access,T1598.003,Phishing for Information: Spearphishing Link,critical,True,True,True,2026-02-11T16:35:00.059318
4a88cbf4-6386-4e1a-bbcb-c564d466738f,2026-02-11T16:25:01.456531,69,Weather alert,Severe thunderstorm warning for your area until 8 PM tonight.,alerts@weather.gov,legitimate,legitimate,0.634700711416136,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.060083
3850f291-1eb9-4051-82bb-e9a26beed3fb,2026-02-11T16:25:01.558786,71,Volunteer opportunity,Looking for volunteers for the community food drive this Saturday.,volunteer@community.org,legitimate,legitimate,0.578925222102499,,,Legitimate Email,none,False,False,False,2026-02-11T16:35:00.060871
